transaction_id,user_id,amount,hour,device_risk_score,ip_risk_score,transaction_type,merchant_category,country,is_fraud
2661,52738,33.34,10,0.312,0.374,purchase,grocery,DE,0
2662,77261,19.08,19,0.0259,0.105,purchase,grocery,DE,0
2663,82829,112.65,10,0.1509,0.018,withdrawal,travel,FR,0
2664,70675,2.65,9,0.0643,0.4028,purchase,retail,NL,0
2665,50161,29.18,14,0.1357,0.5124,purchase,retail,DE,0
2666,82437,40.89,10,0.3279,0.3514,purchase,gaming,US,0
2667,90354,24.24,14,0.07,0.0485,purchase,retail,NL,0
2668,80072,62.71,5,0.3609,0.2481,transfer,electronics,DE,1
2669,68055,88.59,11,0.2763,0.0443,purchase,electronics,FR,0
2670,56756,118.12,17,0.0524,0.195,purchase,retail,DE,0
2671,36346,12.8,21,0.8916,0.8179,withdrawal,travel,DE,0
2672,33828,252.01,9,0.2648,0.3448,purchase,travel,FR,0
2673,92073,12.68,12,0.1264,0.2507,purchase,grocery,DE,0
2674,84216,127.15,16,0.0295,0.127,purchase,grocery,RU,0
2675,88430,48.3,7,0.0416,0.3836,purchase,electronics,GB,0
2676,49572,27.71,17,0.4791,0.0459,purchase,travel,DE,0
2677,78088,30.03,13,0.43,0.4009,purchase,travel,FR,0
2678,22511,41.33,7,0.1453,0.0775,purchase,gaming,US,0
2679,91083,50.76,19,0.1616,0.3268,purchase,retail,CN,0
2680,90372,19.45,11,0.0893,0.0598,purchase,electronics,CN,0
2681,65406,129.41,20,0.7922,0.1763,transfer,gaming,GB,1
2682,28500,34.85,8,0.5735,0.6287,purchase,crypto,US,0
2683,80941,22.09,8,0.3489,0.1879,purchase,crypto,DE,0
2684,24992,15.14,17,0.6162,0.8501,purchase,retail,NL,0
2685,14659,64.14,21,0.2316,0.1634,purchase,electronics,GB,0
2686,27188,16.0,10,0.1414,0.5484,purchase,retail,US,0
2687,51566,29.75,5,0.0993,0.2812,purchase,travel,US,0
2688,28708,322.29,6,0.4114,0.0199,purchase,travel,FR,0
2689,71432,47.12,15,0.0229,0.6021,purchase,grocery,DE,0
2690,34913,227.74,10,0.4411,0.0815,purchase,grocery,FR,0
2691,79983,6.5,11,0.1397,0.0325,purchase,retail,CN,0
2692,60953,63.37,10,0.2208,0.3034,withdrawal,grocery,FR,0
2693,66422,42.75,12,0.1416,0.1301,purchase,retail,DE,0
2694,29158,85.06,14,0.2173,0.0836,purchase,retail,FR,0
2695,64150,78.18,13,0.3757,0.1408,withdrawal,grocery,GB,0
2696,87827,36.96,8,0.0023,0.1021,purchase,grocery,RU,0
2697,60352,49.24,12,0.1895,0.2116,withdrawal,grocery,FR,0
2698,48679,87.84,18,0.6948,0.2418,withdrawal,crypto,CN,1
2699,62887,22.59,12,0.0471,0.0489,purchase,electronics,GB,0
2700,52546,71.64,13,0.056,0.056,withdrawal,retail,DE,0
2701,10621,8.61,6,0.2889,0.1635,transfer,electronics,DE,0
2702,72108,82.29,7,0.1535,0.3298,purchase,grocery,DE,0
2703,54940,41.69,13,0.0181,0.0711,transfer,retail,NL,0
2704,15068,28.11,9,0.0437,0.1849,purchase,retail,CN,0
2705,88620,34.9,14,0.178,0.145,transfer,electronics,US,0
2706,38393,37.14,10,0.0269,0.4126,purchase,grocery,NL,0
2707,79623,128.09,8,0.339,0.1076,purchase,retail,FR,0
2708,71763,664.12,15,0.5857,0.4471,purchase,gaming,US,0
2709,59520,25.87,10,0.5615,0.6542,purchase,electronics,NL,1
2710,44492,119.93,11,0.0545,0.0066,purchase,travel,CN,0
2711,89525,18.1,19,0.8296,0.1025,purchase,travel,US,1
2712,18344,26.3,7,0.0817,0.2237,purchase,travel,GB,0
2713,26297,72.63,18,0.1689,0.3124,purchase,retail,NL,0
2714,54172,75.36,11,0.0374,0.2564,purchase,grocery,GB,0
2715,11248,19.37,20,0.0432,0.0813,purchase,retail,FR,0
2716,29567,14.56,8,0.0301,0.0352,withdrawal,retail,FR,0
2717,20928,40.29,19,0.0598,0.137,transfer,gaming,RU,0
2718,89357,84.48,18,0.3141,0.358,purchase,retail,FR,0
2719,13745,109.92,23,0.5881,0.5579,withdrawal,gaming,DE,1
2720,20722,10.8,6,0.2469,0.1217,purchase,retail,NL,0
2721,87697,23.04,13,0.3475,0.3189,purchase,grocery,DE,0
2722,16837,69.18,15,0.1799,0.135,purchase,travel,FR,0
2723,34634,44.06,12,0.1618,0.1843,purchase,retail,DE,0
2724,60401,948.71,11,0.1413,0.1013,purchase,retail,DE,0
2725,16313,12.81,21,0.1679,0.0168,purchase,retail,RU,0
2726,28052,313.98,15,0.1623,0.063,refund,electronics,CN,0
2727,92927,11.5,22,0.3406,0.0182,purchase,electronics,RU,0
2728,87367,7.58,18,0.0831,0.0838,purchase,travel,DE,0
2729,68366,40.44,18,0.1393,0.1892,transfer,electronics,NL,0
2730,26012,16.21,16,0.1323,0.2327,purchase,electronics,DE,0
2731,96350,318.61,2,0.6521,0.6472,refund,retail,RU,1
2732,52645,41.14,14,0.303,0.0746,purchase,retail,FR,0
2733,44617,39.94,19,0.3906,0.4497,purchase,electronics,DE,0
2734,77655,36.0,14,0.1796,0.1528,purchase,retail,NL,0
2735,72416,20.78,5,0.4099,0.0017,purchase,gaming,DE,0
2736,14576,61.42,13,0.2602,0.0849,refund,grocery,DE,0
2737,66168,32.47,6,0.0667,0.029,purchase,electronics,FR,0
2738,99967,108.65,21,0.1265,0.1861,transfer,grocery,DE,0
2739,71107,36.48,14,0.279,0.3883,purchase,grocery,US,0
2740,79041,18.73,13,0.0385,0.0956,purchase,travel,DE,0
2741,70705,10.13,8,0.1982,0.0725,purchase,retail,NL,0
2742,40233,153.41,12,0.4645,0.6076,purchase,travel,DE,0
2743,28091,92.33,0,0.1818,0.8482,purchase,retail,RU,1
2744,52405,14.46,10,0.3424,0.211,purchase,retail,FR,0
2745,36425,13.5,15,0.0414,0.1147,refund,electronics,DE,0
2746,24010,66.58,14,0.0627,0.2616,purchase,retail,RU,0
2747,66395,9.38,12,0.194,0.1419,withdrawal,travel,US,0
2748,45431,141.23,9,0.3859,0.1667,purchase,electronics,US,0
2749,72463,318.61,12,0.7054,0.3497,purchase,travel,DE,0
2750,38312,185.42,20,0.5336,0.3557,purchase,travel,DE,1
2751,29097,126.0,12,0.3619,0.1967,purchase,grocery,NL,0
2752,37671,17.64,19,0.381,0.4865,purchase,grocery,US,0
2753,10710,81.43,20,0.6015,0.1723,transfer,grocery,DE,0
2754,79360,42.42,17,0.0648,0.4521,transfer,retail,DE,0
2755,71695,23.73,10,0.2384,0.0141,purchase,electronics,FR,0
2756,82126,50.39,2,0.2827,0.1507,purchase,crypto,US,0
2757,70523,10.17,20,0.131,0.0291,purchase,electronics,DE,0
2758,42947,79.85,23,0.0609,0.0323,purchase,gaming,DE,0
2759,89552,16.41,7,0.5079,0.2229,withdrawal,gaming,NL,0
2760,20443,57.23,15,0.0355,0.1857,purchase,grocery,DE,0
2761,66866,42.4,11,0.2534,0.0648,purchase,grocery,FR,0
2762,13899,103.71,7,0.0452,0.2618,transfer,grocery,FR,0
2763,76987,19.45,23,0.0635,0.0271,purchase,retail,GB,0
2764,95645,69.3,21,0.1715,0.4798,purchase,retail,DE,0
2765,65566,224.12,7,0.637,0.7602,withdrawal,retail,CN,1
2766,19285,38.6,22,0.3594,0.0366,purchase,retail,NL,0
2767,17267,19.08,7,0.3457,0.3238,purchase,grocery,FR,0
2768,68811,59.0,12,0.0107,0.0238,purchase,grocery,FR,0
2769,52821,110.33,12,0.5888,0.6424,purchase,electronics,DE,1
2770,18139,39.5,3,0.4745,0.3884,purchase,travel,RU,1
2771,65263,40.2,20,0.4132,0.2206,withdrawal,retail,GB,0
2772,81437,193.05,15,0.333,0.3247,purchase,retail,NL,0
2773,67448,132.74,11,0.686,0.8252,transfer,electronics,NL,0
2774,42459,38.09,12,0.1593,0.2157,purchase,grocery,DE,0
2775,98746,103.08,21,0.6128,0.5076,refund,crypto,DE,1
2776,39642,37.31,3,0.1,0.0565,transfer,electronics,US,0
2777,99510,29.94,14,0.3395,0.2416,transfer,retail,NL,0
2778,12224,14.02,19,0.0844,0.0175,purchase,grocery,FR,0
2779,18319,45.31,0,0.1991,0.2075,purchase,retail,FR,0
2780,96805,21.49,7,0.2562,0.3026,purchase,crypto,DE,0
2781,21810,17.86,12,0.363,0.1131,purchase,gaming,GB,0
2782,53573,34.65,13,0.1856,0.1701,withdrawal,retail,DE,0
2783,70248,79.35,10,0.6341,0.1224,purchase,retail,NL,0
2784,23462,49.79,1,0.2518,0.0978,withdrawal,retail,CN,0
2785,25019,27.07,16,0.6407,0.6842,purchase,retail,FR,0
2786,21449,26.16,9,0.1046,0.3132,transfer,travel,DE,0
2787,73219,73.0,14,0.1538,0.246,purchase,retail,RU,0
2788,71323,5.54,13,0.3385,0.4679,purchase,retail,NL,0
2789,76292,83.74,11,0.0546,0.0719,purchase,grocery,DE,0
2790,28682,8.65,13,0.1034,0.2647,transfer,electronics,FR,0
2791,90568,67.53,15,0.3418,0.1533,purchase,retail,DE,0
2792,54606,269.54,18,0.679,0.8875,withdrawal,grocery,NL,1
2793,33563,27.46,13,0.0926,0.2234,purchase,retail,FR,0
2794,27423,268.97,13,0.1479,0.6382,transfer,retail,FR,0
2795,46196,176.94,11,0.0723,0.37,withdrawal,retail,US,0
2796,44510,77.52,11,0.1816,0.0339,purchase,retail,DE,0
2797,85076,57.57,12,0.3979,0.0688,purchase,electronics,NL,0
2798,78928,8.73,11,0.4132,0.0772,refund,crypto,GB,0
2799,68234,48.58,11,0.0386,0.3842,purchase,retail,RU,0
2800,12496,135.14,8,0.295,0.1551,transfer,retail,DE,0
2801,52057,21.24,16,0.2698,0.1974,purchase,retail,DE,0
2802,30561,349.66,7,0.0296,0.0823,purchase,retail,CN,0
2803,61891,141.66,23,0.0972,0.5841,purchase,gaming,RU,1
2804,92922,28.49,20,0.0409,0.0768,purchase,electronics,CN,0
2805,90627,89.02,14,0.3025,0.0631,transfer,grocery,GB,0
2806,69302,8.2,3,0.0152,0.1848,purchase,grocery,FR,0
2807,28686,45.32,15,0.1167,0.1661,purchase,retail,RU,0
2808,89506,20.14,10,0.1982,0.3314,transfer,retail,NL,0
2809,66814,30.02,21,0.0096,0.2052,purchase,retail,DE,0
2810,12184,55.09,21,0.139,0.3679,purchase,travel,US,0
2811,13022,174.31,10,0.5953,0.5874,refund,gaming,FR,1
2812,89009,16.45,18,0.1628,0.1835,purchase,travel,FR,0
2813,19955,278.86,13,0.185,0.1893,purchase,retail,DE,0
2814,80319,55.18,23,0.4174,0.6489,withdrawal,crypto,RU,1
2815,12144,70.65,11,0.7501,0.3859,refund,electronics,CN,1
2816,21327,35.5,20,0.1124,0.1265,purchase,retail,GB,0
2817,10807,24.25,15,0.0648,0.062,transfer,electronics,US,0
2818,49830,28.5,19,0.2791,0.0194,withdrawal,grocery,US,0
2819,82809,37.29,7,0.2178,0.1839,purchase,retail,DE,0
2820,44889,22.14,20,0.1097,0.2419,purchase,travel,DE,0
2821,39280,42.78,15,0.0148,0.3714,purchase,electronics,GB,0
2822,87761,33.57,9,0.0792,0.182,purchase,retail,GB,0
2823,60318,76.49,15,0.6844,0.5339,purchase,crypto,US,1
2824,69647,153.18,23,0.2964,0.2633,refund,electronics,US,0
2825,76045,164.25,15,0.1766,0.2748,purchase,electronics,FR,0
2826,76445,60.52,20,0.0827,0.1291,purchase,grocery,DE,0
2827,24458,30.71,0,0.3048,0.3418,purchase,gaming,FR,0
2828,92255,48.13,13,0.2442,0.0833,purchase,grocery,DE,0
2829,67326,17.76,16,0.1624,0.0511,transfer,retail,NL,0
2830,38186,29.33,0,0.0282,0.1952,purchase,electronics,FR,0
2831,67848,32.39,17,0.1503,0.2541,transfer,retail,NL,0
2832,16141,14.73,15,0.1024,0.1062,purchase,retail,NL,0
2833,85578,59.1,9,0.298,0.0239,withdrawal,travel,DE,0
2834,49191,111.01,15,0.1918,0.0188,transfer,grocery,US,0
2835,15322,31.43,7,0.2548,0.2753,transfer,retail,DE,0
2836,94549,26.22,18,0.7246,0.0744,purchase,electronics,DE,0
2837,49206,525.96,19,0.1476,0.1233,refund,retail,DE,0
2838,70797,24.21,12,0.0837,0.5631,transfer,retail,FR,0
2839,77501,7.33,12,0.1125,0.0169,transfer,travel,CN,0
2840,13278,81.55,17,0.6422,0.5542,transfer,travel,DE,1
2841,44365,10.91,11,0.6405,0.9067,transfer,electronics,US,0
2842,98566,81.08,10,0.1505,0.2177,transfer,grocery,FR,0
2843,59515,132.42,19,0.1205,0.1761,purchase,grocery,FR,0
2844,58592,23.82,9,0.2155,0.1482,purchase,gaming,DE,0
2845,97178,126.1,11,0.0342,0.0183,purchase,retail,FR,0
2846,45647,79.87,9,0.4357,0.1714,purchase,grocery,DE,0
2847,50836,36.2,15,0.1391,0.3975,purchase,travel,DE,0
2848,54508,259.71,11,0.1842,0.4195,purchase,retail,CN,1
2849,89136,34.08,18,0.7015,0.6094,purchase,gaming,US,0
2850,58340,49.59,8,0.1933,0.0282,purchase,electronics,GB,0
2851,67425,89.64,9,0.3859,0.111,transfer,retail,CN,0
2852,92819,59.6,6,0.7334,0.4806,withdrawal,electronics,FR,0
2853,27513,23.92,7,0.2321,0.5539,withdrawal,travel,FR,0
2854,42727,36.67,11,0.157,0.2456,purchase,electronics,NL,0
2855,65171,229.08,17,0.3603,0.1797,transfer,retail,US,0
2856,69561,52.64,13,0.114,0.3184,withdrawal,gaming,DE,0
2857,27957,89.03,4,0.2246,0.1058,transfer,electronics,DE,0
2858,20308,67.28,14,0.0501,0.2557,purchase,electronics,NL,0
2859,49500,53.64,17,0.1342,0.0976,refund,gaming,FR,0
2860,48163,46.64,11,0.1153,0.06,purchase,retail,NL,0
2861,38637,91.18,9,0.2413,0.0228,purchase,electronics,US,0
2862,93593,78.32,17,0.2755,0.414,purchase,travel,US,0
2863,28107,53.21,1,0.2411,0.1216,transfer,travel,DE,0
2864,78686,23.58,18,0.7646,0.7927,withdrawal,grocery,NL,0
2865,91805,59.01,18,0.0562,0.2444,transfer,retail,FR,0
2866,93641,40.17,19,0.1635,0.1731,purchase,travel,FR,0
2867,88420,32.72,6,0.0643,0.4446,purchase,retail,US,0
2868,21587,414.45,6,0.0333,0.0117,refund,gaming,DE,0
2869,76463,11.49,19,0.1478,0.2549,withdrawal,travel,DE,0
2870,51978,9.21,13,0.7516,0.3248,transfer,travel,US,1
2871,99884,96.04,12,0.2696,0.2746,transfer,grocery,NL,0
2872,57222,20.42,11,0.0628,0.2174,transfer,retail,DE,0
2873,25733,88.15,3,0.3143,0.4972,transfer,gaming,GB,1
2874,18476,47.54,13,0.0661,0.3663,purchase,retail,DE,0
2875,71896,377.4,4,0.122,0.0946,purchase,retail,DE,0
2876,56875,18.76,14,0.1218,0.043,purchase,retail,CN,0
2877,39991,22.98,21,0.1443,0.2984,purchase,grocery,US,0
2878,44168,41.89,15,0.2691,0.2455,purchase,electronics,GB,0
2879,79786,70.06,12,0.0291,0.2384,purchase,gaming,FR,0
2880,10807,79.4,6,0.6678,0.4631,purchase,travel,GB,1
2881,25788,90.15,22,0.07,0.0675,purchase,travel,DE,0
2882,19819,26.99,15,0.0466,0.2108,transfer,grocery,RU,0
2883,57731,74.14,4,0.3831,0.2687,purchase,retail,DE,0
2884,53958,13.74,15,0.0382,0.2791,withdrawal,gaming,GB,0
2885,80097,9.15,4,0.2243,0.0827,purchase,retail,FR,0
2886,19751,35.0,9,0.7086,0.4475,withdrawal,travel,DE,0
2887,53799,23.27,17,0.6612,0.6158,purchase,retail,US,1
2888,45938,11.21,14,0.0167,0.3253,purchase,electronics,FR,0
2889,78984,154.55,8,0.0219,0.1326,purchase,retail,NL,0
2890,98875,74.85,2,0.0296,0.2615,transfer,travel,GB,0
2891,27900,17.6,14,0.2398,0.0288,purchase,gaming,GB,0
2892,49572,60.44,9,0.1465,0.1155,purchase,travel,DE,0
2893,56812,25.83,13,0.072,0.3557,transfer,grocery,US,0
2894,60865,11.7,9,0.0455,0.1566,purchase,grocery,GB,0
2895,29691,1469.7,15,0.6294,0.1134,purchase,retail,GB,0
2896,47566,18.15,20,0.5412,0.2393,purchase,retail,DE,0
2897,75441,35.99,6,0.5997,0.4189,purchase,gaming,GB,0
2898,19639,35.59,17,0.4169,0.1383,purchase,grocery,NL,0
2899,76482,77.77,7,0.3285,0.3016,refund,retail,DE,0
2900,82798,62.99,10,0.0192,0.0749,purchase,grocery,DE,0
2901,96659,21.06,10,0.3543,0.4739,purchase,grocery,NL,0
2902,76058,230.85,8,0.0458,0.016,purchase,grocery,GB,0
2903,32927,162.09,0,0.5271,0.6321,transfer,retail,GB,1
2904,49994,35.06,5,0.169,0.0629,purchase,retail,DE,0
2905,82131,80.37,17,0.045,0.1777,refund,grocery,US,0
2906,27166,15.75,17,0.0732,0.1072,transfer,gaming,US,0
2907,76612,236.37,23,0.1962,0.3351,transfer,retail,GB,0
2908,75783,43.02,17,0.9234,0.5586,purchase,electronics,CN,1
2909,16751,22.3,21,0.1905,0.608,purchase,grocery,DE,0
2910,39639,42.21,11,0.212,0.0169,purchase,electronics,FR,0
2911,38597,61.0,4,0.65,0.6481,refund,travel,GB,1
2912,53880,15.86,7,0.3779,0.0572,purchase,retail,RU,0
2913,76922,14.11,0,0.1122,0.2075,purchase,electronics,DE,0
2914,32997,20.22,13,0.287,0.0119,purchase,grocery,DE,0
2915,15047,18.64,19,0.0094,0.0197,purchase,grocery,FR,0
2916,47956,29.9,9,0.3768,0.2347,transfer,retail,DE,0
2917,94401,18.5,8,0.4994,0.1181,transfer,retail,GB,0
2918,92046,76.8,11,0.3572,0.294,purchase,electronics,CN,0
2919,47982,495.88,3,0.8082,0.5881,withdrawal,gaming,RU,1
2920,36883,21.86,20,0.5861,0.396,purchase,retail,FR,0
2921,43430,19.89,11,0.2595,0.3162,transfer,grocery,GB,0
2922,44892,223.51,17,0.4266,0.4472,transfer,gaming,US,1
2923,34445,30.45,16,0.1082,0.043,purchase,grocery,GB,0
2924,55684,98.88,12,0.3687,0.0649,purchase,retail,NL,0
2925,58495,147.79,3,0.6974,0.3394,withdrawal,crypto,DE,1
2926,35577,122.95,23,0.2624,0.7265,refund,crypto,RU,1
2927,73468,51.04,10,0.0188,0.0309,withdrawal,travel,DE,0
2928,97186,39.07,11,0.0897,0.2237,transfer,grocery,GB,0
2929,76984,12.58,17,0.0453,0.1326,withdrawal,gaming,GB,0
2930,19420,16.1,17,0.0687,0.0583,withdrawal,retail,DE,0
2931,48979,14.34,11,0.6533,0.3234,transfer,retail,US,0
2932,21050,129.13,9,0.1295,0.1933,purchase,retail,FR,0
2933,41004,66.75,7,0.1582,0.4268,purchase,retail,GB,0
2934,66568,20.44,0,0.1435,0.1216,purchase,gaming,GB,0
2935,94439,26.32,7,0.04,0.2493,purchase,grocery,GB,0
2936,64814,21.08,8,0.2686,0.1138,transfer,retail,DE,0
2937,30688,20.03,15,0.1228,0.4173,purchase,retail,NL,0
2938,35612,62.88,18,0.3795,0.5406,purchase,grocery,DE,0
2939,56121,33.3,16,0.215,0.2222,purchase,retail,DE,0
2940,16848,73.23,23,0.1731,0.1388,transfer,retail,RU,1
2941,29725,249.38,16,0.1419,0.1266,transfer,retail,DE,0
2942,21839,123.08,23,0.1408,0.196,purchase,travel,NL,0
2943,99612,129.42,22,0.4078,0.3724,purchase,travel,GB,0
2944,29998,75.24,9,0.3761,0.0811,purchase,retail,DE,0
2945,54909,29.69,7,0.3168,0.119,purchase,grocery,DE,0
2946,45998,70.68,7,0.0623,0.2455,purchase,grocery,CN,0
2947,75372,31.61,20,0.4445,0.2205,purchase,travel,DE,0
2948,60404,169.99,6,0.1664,0.577,transfer,retail,DE,0
2949,34158,59.96,10,0.1271,0.362,purchase,electronics,US,0
2950,65763,53.14,13,0.1023,0.341,purchase,grocery,FR,0
2951,84403,47.37,14,0.0585,0.6647,purchase,grocery,DE,0
2952,72599,186.65,14,0.2444,0.1696,transfer,grocery,DE,0
2953,32772,12.57,17,0.1016,0.0155,purchase,grocery,GB,0
2954,14380,202.87,13,0.226,0.0147,purchase,electronics,GB,0
2955,74129,36.3,19,0.1508,0.5889,purchase,travel,DE,0
2956,59207,12.87,6,0.134,0.1615,transfer,retail,NL,0
2957,16193,22.43,19,0.1902,0.1412,purchase,retail,DE,0
2958,13975,572.15,10,0.6327,0.6293,transfer,travel,RU,1
2959,22404,10.45,13,0.2563,0.4831,purchase,grocery,DE,0
2960,68634,74.11,8,0.3714,0.1703,purchase,retail,US,0
2961,32794,127.08,22,0.0248,0.0897,purchase,travel,CN,0
2962,38683,49.08,21,0.1711,0.1989,purchase,travel,GB,0
2963,99651,111.51,18,0.0758,0.4002,purchase,retail,GB,0
2964,64696,24.02,20,0.0987,0.312,purchase,electronics,NL,0
2965,17245,33.86,10,0.0901,0.2126,refund,crypto,DE,0
2966,52929,14.04,8,0.1467,0.2117,transfer,grocery,FR,0
2967,40365,30.57,8,0.4586,0.1533,refund,grocery,NL,0
2968,83385,379.15,19,0.274,0.2302,purchase,retail,GB,0
2969,60351,82.37,18,0.1095,0.3445,purchase,gaming,GB,0
2970,18799,33.95,22,0.2291,0.1945,transfer,retail,DE,0
2971,38535,25.28,18,0.0967,0.1176,purchase,travel,NL,0
2972,58074,41.01,14,0.0729,0.2467,purchase,travel,GB,0
2973,38706,47.49,7,0.007,0.1602,purchase,grocery,FR,0
2974,38058,29.78,8,0.0639,0.2436,refund,retail,FR,0
2975,99036,66.72,12,0.178,0.3294,transfer,travel,DE,0
2976,11134,18.91,17,0.6348,0.6718,purchase,grocery,FR,0
2977,38498,18.83,8,0.1543,0.2023,transfer,retail,GB,0
2978,58430,58.25,20,0.4248,0.4788,purchase,gaming,DE,0
2979,79491,15.75,15,0.4864,0.0412,purchase,grocery,GB,0
2980,80391,79.02,10,0.2192,0.14,purchase,travel,RU,0
2981,30384,42.01,19,0.2252,0.324,purchase,retail,DE,0
2982,65243,55.34,14,0.0479,0.357,purchase,retail,NL,0
2983,73172,46.67,16,0.0578,0.1674,purchase,retail,DE,0
2984,14227,10.15,10,0.1235,0.0877,purchase,grocery,DE,0
2985,60390,183.47,7,0.5579,0.3936,purchase,travel,NL,1
2986,68292,76.66,11,0.099,0.1286,purchase,retail,FR,0
2987,25331,42.01,1,0.5277,0.7391,refund,crypto,NL,1
2988,74518,34.42,0,0.2858,0.0534,purchase,crypto,FR,0
2989,46509,22.64,19,0.0688,0.2811,purchase,retail,DE,1
2990,16487,1167.3,13,0.1043,0.4253,purchase,retail,NL,0
2991,49315,800.16,17,0.0382,0.0136,transfer,retail,NL,0
2992,44714,17.26,22,0.0884,0.0336,purchase,electronics,FR,0
2993,76658,7.63,19,0.1928,0.3699,purchase,electronics,DE,0
2994,36869,22.38,6,0.5192,0.1596,purchase,crypto,CN,0
2995,78559,15.06,22,0.3762,0.203,purchase,retail,RU,0
2996,77460,146.72,2,0.2888,0.6169,withdrawal,electronics,RU,1
2997,66286,200.71,7,0.3979,0.1228,purchase,retail,DE,0
2998,43141,42.15,3,0.1132,0.5069,purchase,electronics,US,0
2999,20499,94.01,16,0.1106,0.2714,purchase,electronics,CN,0
3000,28715,33.37,20,0.0543,0.0607,purchase,grocery,DE,0
3001,37032,255.72,21,0.277,0.2624,purchase,gaming,FR,0
3002,57793,41.36,18,0.0407,0.0934,transfer,electronics,DE,0
3003,94078,108.91,8,0.167,0.0853,purchase,grocery,FR,0
3004,78352,55.42,7,0.3955,0.8122,purchase,electronics,DE,0
3005,88982,17.31,4,0.2337,0.3719,withdrawal,retail,DE,0
3006,45320,168.87,13,0.3894,0.2327,purchase,grocery,FR,0
3007,15167,33.15,12,0.0949,0.0422,purchase,retail,DE,0
3008,90684,28.87,6,0.1433,0.2694,purchase,retail,DE,0
3009,94437,81.2,22,0.8762,0.215,transfer,retail,CN,1
3010,68571,3.84,12,0.2002,0.2337,purchase,retail,US,0
3011,53635,72.91,13,0.2375,0.0074,purchase,electronics,NL,0
3012,20456,46.33,16,0.3556,0.0585,purchase,electronics,GB,0
3013,80326,46.29,11,0.234,0.1299,purchase,retail,DE,0
3014,97865,30.19,10,0.065,0.0785,purchase,grocery,NL,0
3015,53812,26.08,15,0.4528,0.6465,purchase,travel,DE,0
3016,75115,31.06,15,0.1356,0.191,purchase,retail,FR,0
3017,18425,63.03,9,0.2067,0.2433,purchase,grocery,NL,0
3018,31240,73.2,1,0.0874,0.1502,purchase,retail,FR,0
3019,66050,34.94,21,0.2855,0.0755,transfer,grocery,FR,0
3020,37869,706.07,17,0.1453,0.3014,purchase,gaming,NL,0
3021,19159,39.76,8,0.1979,0.2023,refund,grocery,DE,0
3022,52475,27.7,13,0.1006,0.161,purchase,travel,DE,0
3023,75042,50.33,14,0.0842,0.2276,purchase,electronics,DE,0
3024,11949,13.39,7,0.0079,0.0287,purchase,crypto,US,0
3025,42427,51.82,8,0.2157,0.4642,purchase,travel,RU,0
3026,90542,11.46,21,0.095,0.036,transfer,retail,DE,0
3027,14352,17.75,12,0.0546,0.577,purchase,retail,DE,0
3028,17237,22.03,23,0.4206,0.417,transfer,electronics,NL,1
3029,92943,7.65,8,0.5016,0.0504,purchase,retail,DE,0
3030,25408,36.64,17,0.3783,0.3136,purchase,retail,NL,0
3031,59137,1332.79,12,0.2893,0.3336,purchase,grocery,DE,0
3032,58243,128.66,1,0.1249,0.2314,transfer,retail,FR,1
3033,64092,38.49,14,0.2236,0.2492,purchase,grocery,CN,0
3034,81724,73.48,9,0.0799,0.2067,purchase,travel,DE,0
3035,68215,314.02,4,0.2701,0.109,purchase,retail,FR,0
3036,94458,300.78,8,0.947,0.6502,purchase,electronics,DE,0
3037,67542,22.19,22,0.1459,0.3121,purchase,retail,FR,0
3038,20387,66.32,17,0.9317,0.775,purchase,gaming,RU,1
3039,63886,24.94,14,0.4011,0.0936,purchase,travel,DE,0
3040,11394,42.54,18,0.1573,0.4387,purchase,travel,DE,0
3041,44359,24.83,1,0.3738,0.289,purchase,grocery,US,0
3042,72921,26.46,17,0.0888,0.2484,refund,retail,NL,0
3043,96418,98.25,12,0.0539,0.0436,refund,travel,NL,0
3044,34336,101.72,15,0.4099,0.0428,purchase,gaming,FR,0
3045,18690,10.49,10,0.4152,0.0311,purchase,electronics,DE,0
3046,21900,21.21,14,0.0901,0.2944,purchase,retail,RU,0
3047,46485,141.76,10,0.7051,0.6521,refund,electronics,NL,1
3048,10384,188.73,2,0.0582,0.1903,transfer,grocery,DE,0
3049,38839,70.76,3,0.4423,0.0876,purchase,electronics,GB,0
3050,96761,112.35,17,0.4829,0.1194,purchase,retail,US,0
3051,42468,422.7,7,0.6313,0.2212,purchase,electronics,NL,0
3052,76042,28.62,0,0.247,0.2164,withdrawal,gaming,FR,0
3053,23668,29.86,20,0.1527,0.0613,purchase,retail,DE,0
3054,40897,451.63,9,0.3346,0.4248,purchase,retail,DE,0
3055,52511,23.81,13,0.0902,0.4708,purchase,grocery,DE,0
3056,63805,37.72,18,0.3526,0.1097,purchase,retail,NL,0
3057,58625,29.88,16,0.3975,0.0496,purchase,grocery,CN,0
3058,90125,4.58,3,0.0706,0.3534,withdrawal,retail,GB,0
3059,96962,47.22,13,0.1156,0.1347,purchase,grocery,DE,0
3060,92065,36.42,13,0.6993,0.2664,purchase,retail,DE,0
3061,77504,125.28,10,0.1606,0.3108,purchase,retail,DE,0
3062,58128,42.72,16,0.2174,0.1083,purchase,grocery,US,0
3063,71236,14.64,22,0.2607,0.1431,purchase,retail,DE,0
3064,94478,34.14,7,0.3923,0.1232,refund,crypto,FR,0
3065,69507,7.19,7,0.1058,0.3833,purchase,retail,RU,0
3066,78199,58.8,16,0.128,0.1049,purchase,retail,RU,0
